Column1,iso_code,Latitude,Longitude,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
33791,EST,59,26,Europe,Estonia,25/09/2021 0:00,153071,642,536.714,1343,0,2.571,115508.894,484.46,405.01,1013.441,0,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.892,NA,NA,NA
34510,ETH,8,38,Africa,Ethiopia,25/09/2021 0:00,340845,1187,1263.143,5369,38,36.286,2891.55,10.07,10.716,45.548,0.322,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,NA,NA,NA
35377,FIN,64,26,Europe,Finland,25/09/2021 0:00,138578,0,338.857,1066,1,2,24976.385,0,61.073,192.129,0.18,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7490200,4121156,3369044,NA,NA,18753,135,74.28,60.72,NA,3380,NA,5548361,18.136,42.8,21.228,13.264,40585.721,NA,153.507,5.76,18.3,22.6,NA,3.28,81.91,0.938,NA,NA,NA
35613,FJI,-18,175,Oceania,Fiji,25/09/2021 0:00,50701,161,117.286,590,6,3.429,56153.568,178.315,129.899,653.451,6.645,3.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,NA,2.3,67.44,0.743,NA,NA,NA
36178,FRA,46,2,Europe,France,25/09/2021 0:00,7080675,5370,6106.286,117157,10,70.714,104799.134,79.48,90.377,1734.009,0.148,1.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.33,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA,NA,NA
36994,FSM,6.9167,158.25,Oceania,Micronesia (country),25/09/2021 0:00,1,0,0,NA,NA,0,8.602,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116255,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,NA,NA,NA,NA,67.88,0.62,NA,NA,NA
37459,GAB,-1,11.75,Africa,Gabon,25/09/2021 0:00,29126,0,211.857,178,0,0.429,12781.126,0,92.968,78.11,0,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,NA,NA,NA,6.3,66.47,0.703,NA,NA,NA
38383,GBR,54,-2,Europe,United Kingdom,25/09/2021 0:00,7667290,29976,33113.857,136465,129,141,112411.881,439.485,485.49,2000.744,1.891,2.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,NA,NA,NA
38846,GEO,42,43.5,Asia,Georgia,25/09/2021 0:00,605360,1597,1656.714,8787,38,41.286,152109.178,401.279,416.284,2207.915,9.548,10.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1729672,967441,762231,NA,NA,12792,43.46,24.31,19.15,NA,3214,NA,3979773,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,NA,2.6,73.77,0.812,NA,NA,NA
39757,GHA,8,-2,Africa,Ghana,25/09/2021 0:00,126621,308,230.857,1146,4,4,3990.309,9.706,7.275,36.115,0.126,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31732128,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,NA,NA,NA
40508,GIN,11,-10,Africa,Guinea,25/09/2021 0:00,30348,5,30.286,377,1,1,2248.46,0.37,2.244,27.932,0.074,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13497237,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,NA,NA,17.45,0.3,61.6,0.477,NA,NA,NA
40822,GMB,13.4667,-16.5667,Africa,Gambia,25/09/2021 0:00,9911,0,6.286,335,0,0.714,3985.224,0,2.527,134.704,0,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,NA,NA,NA
41491,GNB,12,-15,Africa,Guinea-Bissau,25/09/2021 0:00,6099,0,3,135,0,0.714,3026.063,0,1.488,66.981,0,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,NA,NA,6.403,NA,58.32,0.48,NA,NA,NA
42171,GNQ,2,10,Africa,Equatorial Guinea,25/09/2021 0:00,11806,0,106.143,142,0,0.714,8142.681,0,73.207,97.938,0,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449891,45.194,22.4,2.846,1.752,22604.873,NA,202.812,7.78,NA,NA,24.64,2.1,58.74,0.592,NA,NA,NA
42760,GRC,39,22,Europe,Greece,25/09/2021 0:00,644869,1814,2195.857,14655,16,31.714,62181.538,174.915,211.736,1413.109,1.543,3.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,12041227,6417065,6055656,NA,29813,23117,116.11,61.88,58.39,NA,2229,NA,10370747,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.888,NA,NA,NA
42949,GRD,12.1167,-61.6667,North America,Grenada,25/09/2021 0:00,4766,0,182.286,105,0,8.143,42171.393,0,1612.934,929.08,0,72.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113015,317.132,29.4,7.304,5.021,13593.877,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.779,NA,NA,NA
44183,GTM,15.5,-90.25,North America,Guatemala,25/09/2021 0:00,548604,2808,2859.429,13331,48,47.429,30060.711,153.864,156.682,730.471,2.63,2.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,NA,NA,76.665,0.6,74.3,0.663,NA,NA,NA
44582,GUY,5,-59,South America,Guyana,25/09/2021 0:00,30907,211,223.143,754,5,5.857,39106.499,266.977,282.342,954.033,6.326,7.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790329,3.952,26.3,5.305,2.837,7435.047,NA,373.159,11.62,NA,NA,77.159,1.6,69.91,0.682,NA,NA,NA
45398,HKG,22.25,114.1667,Asia,Hong Kong,25/09/2021 0:00,12185,9,4,213,0,0,1613.309,1.192,0.53,28.201,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8550389,4451429,4098960,NA,39018,27685,113.21,58.94,54.27,NA,3666,NA,7552800,7039.714,44.8,16.303,10.158,56054.92,NA,NA,8.33,NA,NA,NA,NA,84.86,0.949,NA,NA,NA
45550,HND,15,-86.5,North America,Honduras,25/09/2021 0:00,363017,0,766.143,9679,0,26.857,36074.453,0,76.135,961.841,0,2.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10062994,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,NA,84.169,0.7,75.27,0.634,NA,NA,NA
46523,HRV,45.1667,15.5,Europe,Croatia,25/09/2021 0:00,399054,1293,1135,8580,14,12.429,97767.647,316.783,278.073,2102.087,3.43,3.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4081657,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA,NA,NA
46770,HTI,19,-72.4167,North America,Haiti,25/09/2021 0:00,21486,0,22.286,607,0,1.571,1861.6,0,1.931,52.592,0,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,NA,NA,NA
47500,HUN,47,20,Europe,Hungary,25/09/2021 0:00,820078,0,417,30151,0,4,85121.882,0,43.283,3129.592,0,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,NA,7.02,76.88,0.854,NA,NA,NA
47833,IDN,-5,120,Asia,Indonesia,25/09/2021 0:00,4206253,2137,2532,141381,123,151.143,15220.096,7.733,9.162,511.579,0.445,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,133429623,85433518,47996105,NA,637352,1453219,48.28,30.91,17.37,NA,5258,NA,276361788,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,NA,NA,NA
48810,IND,20,77,Asia,India,25/09/2021 0:00,33624419,0,25179.429,446658,0,260,24131.047,0,18.07,320.551,0,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,852156699,629574531,222582168,NA,4502882,8020226,61.16,45.18,15.97,NA,5756,NA,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,NA,NA,NA
49496,IRL,53,-8,Europe,Ireland,25/09/2021 0:00,383218,1335,1296.429,5209,0,4.286,76906.559,267.916,260.175,1045.374,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,NA,2.96,82.3,0.955,NA,NA,NA
50201,IRN,32,53,Asia,Iran,25/09/2021 0:00,5519728,10843,15838.286,119082,290,327.286,64916.012,127.522,186.27,1400.491,3.411,3.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85028760,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,NA,1.5,76.68,0.783,NA,NA,NA
50532,IRQ,33,44,Asia,Iraq,25/09/2021 0:00,1991628,1312,2703.286,22072,33,42.429,48364.725,31.861,65.647,535.997,0.801,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,NA,NA,94.576,1.4,70.6,0.674,NA,NA,NA
51000,ISL,65,-18,Europe,Iceland,25/09/2021 0:00,11632,0,32.571,33,0,0,33876.98,0,94.861,96.109,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343360,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA,NA,NA
51575,ISR,31.5,34.75,Asia,Israel,25/09/2021 0:00,1262945,6345,6078.286,7649,38,19.714,143683.411,721.861,691.518,870.216,4.323,2.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,14884415,6085965,5611185,3187265,11459,29151,169.34,69.24,63.84,36.26,3316,NA,8789776,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,NA,2.99,82.97,0.919,NA,NA,NA
52423,ITA,42.8333,12.8333,Europe,Italy,25/09/2021 0:00,4657215,3519,3562.857,130653,50,52.714,77147.757,58.293,59.019,2164.295,0.828,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,83857158,44817914,40467497,42136,187587,219780,138.91,74.24,67.04,0.07,3641,NA,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA
52864,JAM,18.25,-77.5,North America,Jamaica,25/09/2021 0:00,82349,521,460.286,1824,3,6.714,27694.654,175.217,154.798,613.426,1.009,2.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2973462,266.879,31.4,9.684,6.39,8193.571,NA,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,NA,NA,NA
